Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Ascot Vale,8 Pentland St,3,h,1435000.0,S,Nelson,12/11/2016,5.9,3032.0,3.0,2.0,2.0,532.0,147.0,1950.0,Moonee Valley,-37.7737,144.904,Western Metropolitan,6567.0
Elwood,1/203 Brighton Rd,2,u,902000.0,S,RT,27/05/2017,7.2,3184.0,2.0,1.0,0.0,702.0,86.0,1940.0,Port Phillip,-37.87944,144.99375,Southern Metropolitan,8989.0
Glen Iris,98 Bath Rd,4,h,1950000.0,SP,Marshall,25/02/2017,9.2,3146.0,4.0,2.0,2.0,775.0,155.0,1960.0,Boroondara,-37.8561,145.0934,Southern Metropolitan,10412.0
Thornbury,33 Wales St,3,h,1245000.0,S,hockingstuart,18/03/2017,6.5,3071.0,3.0,1.0,1.0,409.0,,,Darebin,-37.7633,145.0087,Northern Metropolitan,8870.0
Maidstone,14 Suffolk St,3,h,935000.0,S,Nelson,15/10/2016,9.2,3012.0,3.0,1.0,2.0,485.0,,,Maribyrnong,-37.7905,144.8812,Western Metropolitan,3873.0
Footscray,16 Southampton St,3,h,1320000.0,SP,Sweeney,6/05/2017,6.4,3011.0,3.0,1.0,1.0,482.0,,,Maribyrnong,-37.7951,144.8861,Western Metropolitan,7570.0
North Melbourne,306/64 MacAulay Rd,2,u,465000.0,SP,Jellis,22/07/2017,1.8,3051.0,2.0,1.0,1.0,0.0,53.0,2010.0,Melbourne,-37.79831,144.94261,Northern Metropolitan,6821.0
Preston,5 Ventnor St,3,h,1123000.0,S,hockingstuart,22/08/2016,8.8,3072.0,3.0,1.0,2.0,504.0,506.0,1950.0,Darebin,-37.7476,144.9842,Northern Metropolitan,14577.0
Yarraville,40 Tarrengower St,2,h,760000.0,SP,Jas,3/09/2016,7.0,3013.0,2.0,1.0,1.0,134.0,,,Maribyrnong,-37.8176,144.8911,Western Metropolitan,6543.0
Footscray,224 Ballarat Rd,2,h,690500.0,SP,Rendina,19/11/2016,6.4,3011.0,2.0,1.0,1.0,212.0,98.0,1900.0,Maribyrnong,-37.7903,144.8879,Western Metropolitan,7570.0
Reservoir,1 Harmer St,4,h,885000.0,S,hockingstuart,26/07/2016,11.2,3073.0,4.0,2.0,3.0,936.0,262.0,1985.0,Darebin,-37.7021,145.0178,Northern Metropolitan,21650.0
Murrumbeena,5/25 Hobart Rd,1,u,261000.0,PI,Woodards,22/04/2017,12.1,3163.0,1.0,1.0,1.0,0.0,,1960.0,Glen Eira,-37.8867,145.0699,Southern Metropolitan,4442.0
Albion,12 Wyalong St,2,h,730000.0,S,Bells,4/03/2017,13.9,3020.0,2.0,1.0,0.0,697.0,94.0,1970.0,Brimbank,-37.7778,144.81799999999996,Western Metropolitan,2185.0
Keilor East,50 Milleara Rd,3,h,850000.0,S,Barry,12/08/2017,11.7,3033.0,3.0,1.0,1.0,597.0,,,Moonee Valley,-37.73305,144.86526,Western Metropolitan,5629.0
Reservoir,20 York St,3,h,1400000.0,S,Raine,23/09/2017,12.0,3073.0,3.0,1.0,6.0,667.0,115.0,1920.0,,-37.72765,144.98953,Northern Metropolitan,21650.0
St Kilda,8/240 Barkly St,1,u,360000.0,S,hockingstuart,22/07/2017,5.0,3182.0,1.0,1.0,1.0,0.0,49.0,1971.0,Port Phillip,-37.87223,144.98046000000005,Southern Metropolitan,13240.0
Footscray,6/248 Gordon St,1,u,315000.0,SP,Biggin,20/05/2017,6.4,3011.0,1.0,1.0,1.0,0.0,,,Maribyrnong,-37.7971,144.8883,Western Metropolitan,7570.0
Donvale,2/9 Standring Cl,3,h,988000.0,S,Barry,19/08/2017,16.1,3111.0,3.0,2.0,2.0,243.0,150.0,2012.0,,-37.78298,145.17682,Eastern Metropolitan,4790.0
South Yarra,104/2 Cromwell Rd,2,u,800000.0,SP,Abercromby's,3/06/2017,2.7,3141.0,2.0,2.0,1.0,0.0,73.0,2014.0,Stonnington,-37.84712,144.99967,Southern Metropolitan,14887.0
Coburg,4 Jamieson St,3,h,1070000.0,S,Nelson,19/08/2017,6.7,3058.0,3.0,1.0,2.0,392.0,98.0,1920.0,,-37.74671,144.95141999999996,Northern Metropolitan,11204.0
Ferntree Gully,24 Greenaway Dr,4,h,820000.0,S,Ray,9/09/2017,24.8,3156.0,4.0,2.0,2.0,728.0,,1970.0,,-37.88393,145.26225,Eastern Metropolitan,10788.0
Blackburn South,4 Barker St,3,h,1300000.0,VB,Noel,17/06/2017,13.4,3130.0,3.0,1.0,1.0,734.0,,,Whitehorse,-37.83576,145.13634,Eastern Metropolitan,4387.0
Hawthorn,3/32 Power St,2,u,495000.0,S,Kay,28/05/2016,4.6,3122.0,2.0,1.0,1.0,0.0,85.0,1970.0,Boroondara,-37.8157,145.0273,Southern Metropolitan,11308.0
Hawthorn,1 College St,3,h,1560000.0,PI,Jellis,18/03/2017,4.6,3122.0,3.0,2.0,0.0,198.0,148.0,1910.0,Boroondara,-37.8169,145.0234,Southern Metropolitan,11308.0
Bentleigh East,9 Vine Ct,4,h,1675000.0,S,Jellis,23/09/2017,13.8,3165.0,4.0,2.0,2.0,400.0,294.0,,,-37.91608,145.05715,Southern Metropolitan,10969.0
Niddrie,38 Garnet St,4,h,1160000.0,PI,Paul,28/05/2016,11.2,3042.0,4.0,3.0,2.0,424.0,,,Moonee Valley,-37.74800000000001,144.8873,Western Metropolitan,2291.0
Huntingdale,9/220 Huntingdale Rd,3,h,750000.0,S,Ray,1/07/2017,12.3,3166.0,3.0,2.0,2.0,321.0,87.0,2005.0,Monash,-37.90415,145.10504,Southern Metropolitan,768.0
Footscray,88 Eleanor St,3,h,775000.0,SP,Sweeney,16/07/2016,6.4,3011.0,3.0,1.0,1.0,242.0,99.0,1920.0,Maribyrnong,-37.7956,144.8848,Western Metropolitan,7570.0
Watsonia,18 Papua St,3,h,922000.0,S,Barry,22/05/2016,14.9,3087.0,3.0,1.0,2.0,798.0,153.0,1960.0,Banyule,-37.7112,145.0869,Northern Metropolitan,2329.0
Kingsville,165 Chirnside St,3,h,1100000.0,PI,Jas,9/09/2017,6.4,3012.0,3.0,2.0,0.0,275.0,122.0,1910.0,,-37.81196,144.88208999999995,Western Metropolitan,1808.0
Jacana,81 Johnstone St,3,h,485000.0,SP,Barry,8/04/2017,14.5,3047.0,3.0,1.0,2.0,630.0,105.23,1970.0,Hume,-37.6822,144.9108,Northern Metropolitan,851.0
South Yarra,4/30 Murphy St,2,u,680500.0,S,Williams,25/02/2017,3.3,3141.0,2.0,1.0,1.0,0.0,70.0,1970.0,Stonnington,-37.837,144.9907,Southern Metropolitan,14887.0
Surrey Hills,3/4 Wells St,2,u,778500.0,S,Noel,28/05/2016,11.2,3127.0,2.0,1.0,1.0,170.0,78.0,1960.0,Boroondara,-37.8186,145.0892,Southern Metropolitan,5457.0
Braybrook,33 Joy St,4,h,856500.0,S,Sweeney,19/11/2016,10.8,3019.0,4.0,2.0,2.0,599.0,,2008.0,Maribyrnong,-37.7896,144.8559,Western Metropolitan,3589.0
West Melbourne,9/24 Ireland St,1,u,550000.0,S,Nelson,7/05/2016,1.9,3003.0,1.0,1.0,1.0,0.0,207.0,1930.0,Melbourne,-37.8076,144.9456,Northern Metropolitan,2230.0
Spotswood,1 Bernard St,3,h,785000.0,S,Williams,24/06/2017,6.2,3015.0,3.0,1.0,2.0,343.0,,,Hobsons Bay,-37.83187,144.88966000000005,Western Metropolitan,1223.0
Glen Iris,3 Rosedale Rd,3,h,2085000.0,S,Jellis,13/05/2017,9.2,3146.0,3.0,1.0,2.0,715.0,,,Boroondara,-37.8578,145.0682,Southern Metropolitan,10412.0
Dingley Village,29 Elliott Cr,3,h,800000.0,S,Ray,15/07/2017,22.2,3172.0,3.0,2.0,4.0,801.0,150.0,1980.0,Kingston,-37.98596,145.13187,South-Eastern Metropolitan,3940.0
Heidelberg West,250 Oriel Rd,3,h,808000.0,S,Barry,11/02/2017,9.4,3081.0,3.0,1.0,0.0,649.0,,,Banyule,-37.7386,145.0441,Eastern Metropolitan,2674.0
Keilor Park,55 Erebus St,3,h,752500.0,S,Nelson,27/05/2017,10.4,3042.0,3.0,2.0,1.0,468.0,144.0,,Brimbank,-37.72203,144.85994,Western Metropolitan,1119.0
Reservoir,5/2 Griffiths St,2,u,420000.0,S,Harcourts,10/12/2016,11.2,3073.0,2.0,1.0,0.0,207.0,,,Darebin,-37.7145,144.9962,Northern Metropolitan,21650.0
Seddon,32 Walter St,4,h,970000.0,VB,Jas,23/04/2016,6.6,3011.0,2.0,2.0,1.0,149.0,127.0,1920.0,Maribyrnong,-37.8047,144.8948,Western Metropolitan,2417.0
Murrumbeena,22 Wahroongaa Rd,4,h,1920000.0,S,Marshall,24/06/2017,10.1,3163.0,4.0,1.0,2.0,718.0,181.0,1920.0,Glen Eira,-37.8888,145.07271,Southern Metropolitan,4442.0
Niddrie,39 Cuthbert St,4,h,1350000.0,SP,Barry,7/11/2016,11.2,3042.0,4.0,3.0,2.0,747.0,242.0,1985.0,Moonee Valley,-37.7387,144.8827,Western Metropolitan,2291.0
Bentleigh East,23 Yarraburn Cl,4,h,1100000.0,S,Hodges,14/05/2016,13.9,3165.0,4.0,2.0,1.0,274.0,190.0,2004.0,Glen Eira,-37.9257,145.0735,Southern Metropolitan,10969.0
Collingwood,8/115 Oxford St,2,u,800000.0,VB,Nelson,25/02/2017,1.6,3066.0,2.0,1.0,1.0,0.0,91.0,1900.0,Yarra,-37.8026,144.9848,Northern Metropolitan,4553.0
Glen Iris,1/6 Edgar St,1,u,291000.0,PI,hockingstuart,12/11/2016,9.2,3146.0,1.0,1.0,1.0,1097.0,38.0,1982.0,Stonnington,-37.8576,145.0452,Southern Metropolitan,10412.0
Essendon,8/19 Fletcher St,2,u,370000.0,VB,Rendina,25/02/2017,8.0,3040.0,2.0,1.0,0.0,0.0,,,Moonee Valley,-37.7558,144.9233,Western Metropolitan,9264.0
Ferntree Gully,5 Bruce Cr,4,h,748888.0,S,Ray,15/07/2017,24.8,3156.0,4.0,2.0,4.0,1014.0,280.0,1960.0,Knox,-37.88189000000001,145.29148,Eastern Metropolitan,10788.0
Hawthorn,5/81 morang Rd,1,u,317500.0,S,Noel,8/04/2017,4.6,3122.0,1.0,1.0,0.0,0.0,55.0,1957.0,Boroondara,-37.826,145.0239,Southern Metropolitan,11308.0
Reservoir,1/65 Keon Pde,3,u,500000.0,S,Ray,12/11/2016,11.2,3073.0,3.0,1.0,1.0,359.0,109.0,1960.0,Darebin,-37.6957,145.0161,Northern Metropolitan,21650.0
Spotswood,24 Forrest St,3,h,927000.0,S,Williams,12/06/2016,7.7,3015.0,3.0,1.0,0.0,274.0,131.0,1910.0,Hobsons Bay,-37.8282,144.8856,Western Metropolitan,1223.0
South Yarra,3/43 Cromwell Rd,2,u,771000.0,S,hockingstuart,17/06/2017,2.7,3141.0,2.0,1.0,1.0,1272.0,,,Stonnington,-37.84283,145.00015,Southern Metropolitan,14887.0
Richmond,7/42 Baker St,2,u,391000.0,SP,Caine,13/08/2016,2.6,3121.0,2.0,1.0,1.0,0.0,51.0,1965.0,Yarra,-37.812,145.0029,Northern Metropolitan,14949.0
Doncaster,1 Adelle Ct,3,h,1700000.0,S,Barry,29/04/2017,13.9,3108.0,3.0,2.0,2.0,820.0,,,Manningham,-37.7803,145.1248,Eastern Metropolitan,9028.0
Thornbury,39 Smith St,3,h,1913000.0,S,McGrath,25/02/2017,6.5,3071.0,3.0,2.0,2.0,611.0,212.0,1930.0,Darebin,-37.7575,144.9968,Northern Metropolitan,8870.0
South Yarra,7/32 Marne St,2,u,695000.0,PI,Kay,4/03/2017,3.3,3141.0,2.0,1.0,0.0,0.0,79.0,1930.0,Melbourne,-37.8361,144.9842,Southern Metropolitan,14887.0
Collingwood,2/13 Alexander St,1,u,366000.0,S,Woodards,16/07/2016,1.6,3066.0,1.0,1.0,1.0,0.0,44.0,1970.0,Yarra,-37.796,144.9911,Northern Metropolitan,4553.0
Maidstone,7 Wallace St,3,h,721000.0,S,Sweeney/Advantage,8/10/2016,9.2,3012.0,2.0,2.0,1.0,239.0,121.0,1955.0,Maribyrnong,-37.7882,144.8784,Western Metropolitan,3873.0
Coburg,3/117 Gordon St,3,t,687000.0,S,Nelson,27/11/2016,7.8,3058.0,3.0,1.0,1.0,116.0,140.0,1995.0,Moreland,-37.7454,144.9487,Northern Metropolitan,11204.0
Flemington,10 Crown St,3,h,870000.0,S,Brad,8/10/2016,4.4,3031.0,3.0,2.0,0.0,167.0,,,Moonee Valley,-37.7869,144.9228,Northern Metropolitan,3593.0
Clifton Hill,86 Hodgkinson St,2,h,1420000.0,S,Collins,8/10/2016,3.4,3068.0,2.0,1.0,0.0,180.0,,,Yarra,-37.7898,144.9903,Northern Metropolitan,2954.0
Bentleigh East,3 Veronica St,3,h,1390000.0,S,Buxton,7/05/2016,13.9,3165.0,4.0,2.0,2.0,590.0,118.0,1960.0,Glen Eira,-37.9256,145.0757,Southern Metropolitan,10969.0
Fawkner,12 Selola Ct,3,h,652500.0,PI,hockingstuart,27/11/2016,12.4,3060.0,3.0,1.0,1.0,592.0,113.0,1960.0,Moreland,-37.6968,144.9674,Northern Metropolitan,5070.0
Kensington,33 Rourke La,2,t,770000.0,S,Rendina,14/05/2016,4.2,3031.0,2.0,2.0,1.0,0.0,,,Melbourne,-37.7937,144.9169,Northern Metropolitan,5263.0
Footscray,119 Droop St,2,h,745000.0,S,Village,30/07/2016,6.4,3011.0,2.0,1.0,1.0,355.0,74.0,1890.0,Maribyrnong,-37.7931,144.8938,Western Metropolitan,7570.0
Williamstown,8 Jobson St,3,h,1245000.0,S,hockingstuart,6/05/2017,8.0,3016.0,3.0,2.0,2.0,292.0,117.0,1980.0,Hobsons Bay,-37.8575,144.8922,Western Metropolitan,6380.0
Northcote,27 Vauxhall Rd,4,h,1900000.0,PI,hockingstuart,28/05/2016,5.5,3070.0,3.0,2.0,1.0,537.0,,,Darebin,-37.7763,145.0117,Northern Metropolitan,11364.0
Thornbury,8/89 Ballantyne St,1,u,245000.0,VB,Love,22/05/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,,Darebin,-37.7581,144.9944,Northern Metropolitan,8870.0
Brunswick,58 Donald St,2,h,936000.0,S,Nelson,16/04/2016,5.2,3056.0,2.0,1.0,2.0,200.0,,,Moreland,-37.7581,144.9678,Northern Metropolitan,11918.0
Richmond,50 Canterbury St,2,h,827500.0,S,Biggin,28/05/2016,2.6,3121.0,2.0,1.0,0.0,127.0,72.0,1900.0,Yarra,-37.8251,145.0063,Northern Metropolitan,14949.0
Maidstone,18 Pullar St,2,h,472500.0,S,Burnham,20/05/2017,9.2,3012.0,2.0,1.0,0.0,315.0,89.0,1990.0,Maribyrnong,-37.7835,144.8723,Western Metropolitan,3873.0
Moonee Ponds,53 Derby St,2,h,951000.0,S,Nelson,15/07/2017,6.2,3039.0,2.0,1.0,1.0,172.0,,1900.0,Moonee Valley,-37.7638,144.9089,Western Metropolitan,6232.0
Footscray,18/55 Moreland St,3,u,855000.0,S,Jas,17/06/2017,5.1,3011.0,3.0,2.0,2.0,0.0,,,Maribyrnong,-37.80443,144.90642,Western Metropolitan,7570.0
Hawthorn,8/32 Liddiard St,2,u,440000.0,SP,Jellis,10/09/2016,4.6,3122.0,2.0,1.0,1.0,0.0,52.0,1970.0,Boroondara,-37.8192,145.0385,Southern Metropolitan,11308.0
Caroline Springs,45 Abbington Cr,3,h,525000.0,S,YPA,15/07/2017,14.8,3023.0,3.0,1.0,1.0,400.0,,,Melton,-37.74254000000001,144.74572,Western Metropolitan,7719.0
Heidelberg Heights,23 Flinders St,2,h,682000.0,S,Barry,22/04/2017,10.5,3081.0,2.0,1.0,0.0,341.0,,,Banyule,-37.7366,145.0509,Eastern Metropolitan,2947.0
Hadfield,26 South St,3,h,810000.0,S,Holland,4/03/2017,12.1,3046.0,3.0,2.0,2.0,592.0,129.0,1950.0,Moreland,-37.7149,144.9473,Northern Metropolitan,2606.0
South Melbourne,22A Cobden St,2,h,930000.0,SP,Cayzer,11/02/2017,2.1,3205.0,2.0,1.0,0.0,115.0,76.0,1900.0,Port Phillip,-37.8345,144.9685,Southern Metropolitan,5943.0
Yarraville,113 Anderson St,3,t,1040000.0,S,Sweeney,12/11/2016,7.0,3013.0,2.0,2.0,0.0,352.0,152.0,2016.0,Maribyrnong,-37.8164,144.8869,Western Metropolitan,6543.0
Sunshine,2/2 Cooper St,3,h,532000.0,S,Douglas,15/07/2017,10.5,3020.0,3.0,1.0,1.0,206.0,,1985.0,Brimbank,-37.7864,144.8402,Western Metropolitan,3755.0
Reservoir,20 McMahon Rd,4,h,930000.0,S,Love,17/06/2017,12.0,3073.0,4.0,1.0,5.0,700.0,,,Darebin,-37.7115,145.02413,Northern Metropolitan,21650.0
Fawkner,18 Pitt St,4,h,635000.0,S,Brad,11/03/2017,12.4,3060.0,4.0,2.0,2.0,567.0,116.0,1950.0,Moreland,-37.7102,144.9703,Northern Metropolitan,5070.0
Moonee Ponds,59 Robinson St,2,h,1020000.0,S,Jellis,1/07/2017,6.2,3039.0,2.0,1.0,1.0,269.0,,,Moonee Valley,-37.75782,144.92088,Western Metropolitan,6232.0
Doncaster,2 Louise Ct,3,h,1030000.0,S,Ray,17/09/2016,13.9,3108.0,3.0,1.0,1.0,827.0,100.0,1960.0,Manningham,-37.7848,145.1029,Eastern Metropolitan,9028.0
Glenroy,52 Glenroy Rd,2,h,741250.0,S,Barry,25/02/2017,13.0,3046.0,2.0,1.0,1.0,668.0,88.0,1955.0,Moreland,-37.7067,144.9331,Northern Metropolitan,8870.0
Reservoir,3/68 Northernhay St,2,t,568000.0,S,Ray,12/11/2016,11.2,3073.0,2.0,1.0,1.0,120.0,,,Darebin,-37.7239,145.0083,Northern Metropolitan,21650.0
Montmorency,146 Sherbourne Rd,3,h,755000.0,S,Buckingham,24/06/2017,16.2,3094.0,3.0,1.0,2.0,848.0,,,Banyule,-37.71287,145.132,Eastern Metropolitan,3891.0
Port Melbourne,159 Albert St,3,h,1515000.0,S,Marshall,18/03/2017,3.8,3207.0,3.0,2.0,0.0,211.0,,,Port Phillip,-37.8347,144.9368,Southern Metropolitan,8648.0
Thornbury,129 Clarendon St,3,h,1370000.0,S,Jellis,27/11/2016,6.5,3071.0,3.0,2.0,3.0,417.0,153.0,1930.0,Darebin,-37.7602,145.0084,Northern Metropolitan,8870.0
Blackburn South,14 Indra Rd,3,h,1264000.0,S,Noel,24/06/2017,13.4,3130.0,3.0,1.0,2.0,579.0,126.0,1960.0,Whitehorse,-37.83831,145.13985,Eastern Metropolitan,4387.0
Kealba,3 Stenson Rd,3,h,515000.0,S,Sweeney,10/12/2016,15.0,3021.0,3.0,1.0,4.0,597.0,114.0,1975.0,Brimbank,-37.7392,144.8241,Western Metropolitan,1202.0
Ashwood,1/7 Queens Pde,2,u,822000.0,S,Marshall,8/04/2017,12.2,3147.0,2.0,1.0,1.0,78.0,59.0,1970.0,Monash,-37.8677,145.0981,Southern Metropolitan,2894.0
Cremorne,311/163 Cremorne St,2,u,570000.0,S,Biggin,27/05/2017,2.4,3121.0,2.0,2.0,1.0,0.0,75.0,2007.0,Yarra,-37.83011,144.99043999999995,Northern Metropolitan,1123.0
Hawthorn East,43 Mayston St,3,h,1625000.0,S,Woodards,22/05/2016,7.5,3123.0,3.0,1.0,3.0,372.0,,,Boroondara,-37.8267,145.054,Southern Metropolitan,6482.0
Spotswood,6 McNeilage St,2,h,832500.0,S,Jas,7/05/2016,7.7,3015.0,2.0,1.0,2.0,562.0,116.0,1950.0,Hobsons Bay,-37.8333,144.8868,Western Metropolitan,1223.0
Balaclava,7/72 Grosvenor St,2,u,410000.0,PI,hockingstuart,3/12/2016,6.6,3183.0,2.0,1.0,2.0,0.0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952.0
Coburg,32 Rose St,2,h,901000.0,S,Peter,27/06/2016,7.8,3058.0,2.0,1.0,1.0,545.0,107.0,1940.0,Moreland,-37.7445,144.9471,Northern Metropolitan,11204.0
Kew,34 Cobden St,2,h,1275000.0,S,Jellis,19/11/2016,5.6,3101.0,2.0,1.0,0.0,381.0,,,Boroondara,-37.8033,145.036,Southern Metropolitan,10331.0
Essendon,1/19 Cameron Rd,2,u,691000.0,SP,Brad,25/02/2017,8.0,3040.0,2.0,1.0,1.0,201.0,80.0,1995.0,Moonee Valley,-37.7454,144.928,Western Metropolitan,9264.0
Sunshine,10 Dundalk St,3,h,651500.0,S,Barry,8/04/2017,12.6,3020.0,3.0,1.0,1.0,555.0,,,Brimbank,-37.7988,144.822,Western Metropolitan,3755.0
Black Rock,1 Hornby St,4,h,1720000.0,S,Ray,9/09/2017,17.3,3193.0,4.0,2.0,2.0,659.0,,1950.0,,-37.97951,145.02515,Southern Metropolitan,2866.0
Moonee Ponds,76 Argyle St,3,h,1550000.0,SP,Brad,8/10/2016,6.9,3039.0,3.0,2.0,3.0,477.0,258.0,2014.0,Moonee Valley,-37.7661,144.9076,Western Metropolitan,6232.0
Wheelers Hill,17 Plato Cr,3,h,1025000.0,S,Buxton,23/09/2017,16.7,3150.0,3.0,1.0,2.0,691.0,,,,-37.90823,145.16173,South-Eastern Metropolitan,7392.0
Brunswick,61 Evans St,2,h,1105000.0,S,Nelson,11/02/2017,5.2,3056.0,2.0,1.0,1.0,147.0,,,Moreland,-37.7702,144.9692,Northern Metropolitan,11918.0
Coburg,5 Saunders St,4,h,1150000.0,PI,Nelson,28/05/2016,7.8,3058.0,4.0,1.0,2.0,633.0,164.0,1990.0,Moreland,-37.7531,144.9504,Northern Metropolitan,11204.0
South Yarra,9/384 Toorak Rd,2,u,485000.0,PI,Biggin,8/04/2017,3.3,3141.0,2.0,1.0,0.0,5467.0,73.0,1970.0,Stonnington,-37.8406,145.0035,Southern Metropolitan,14887.0
Doncaster East,21 Gaudion Rd,4,h,1310000.0,S,Barry,23/09/2017,14.3,3109.0,4.0,2.0,2.0,664.0,,,,-37.77472,145.15197,Eastern Metropolitan,10999.0
South Melbourne,296 Albert Rd,3,h,1825000.0,S,Marshall,18/06/2016,2.1,3205.0,3.0,2.0,2.0,151.0,153.0,1900.0,Port Phillip,-37.8383,144.9632,Southern Metropolitan,5943.0
Keilor Downs,3 Serica Ct,3,h,550000.0,VB,Sweeney,17/06/2017,15.5,3038.0,3.0,1.0,4.0,802.0,183.97,1978.0,Brimbank,-37.72343,144.81411,Western Metropolitan,3656.0
Brunswick,32 Holloway Rd,3,h,1405000.0,SP,Nelson,27/05/2017,5.2,3056.0,3.0,2.0,2.0,401.0,167.0,1920.0,Moreland,-37.76491,144.95253,Northern Metropolitan,11918.0
Glen Huntly,8 Augusta St,3,h,1330000.0,S,Woodards,10/09/2016,10.4,3163.0,3.0,2.0,1.0,295.0,176.0,1930.0,Glen Eira,-37.8904,145.0387,Southern Metropolitan,2403.0
Kensington,4 Coopers La,3,h,785000.0,S,Nelson,3/09/2016,4.2,3031.0,2.0,1.0,1.0,258.0,64.0,,Melbourne,-37.7906,144.924,Northern Metropolitan,5263.0
Altona,29 Seves St,3,h,1280000.0,S,Barlow,24/06/2017,11.0,3018.0,3.0,1.0,1.0,798.0,,,Hobsons Bay,-37.86677,144.83722,Western Metropolitan,5301.0
Knoxfield,22 Watersedge Cl,4,h,1040000.0,S,Ray,15/07/2017,23.3,3180.0,4.0,2.0,2.0,633.0,,,Knox,-37.88214,145.25058,Eastern Metropolitan,2949.0
Ascot Vale,45 Bloomfield Rd,3,h,1291000.0,S,Brad,23/04/2016,5.9,3032.0,3.0,1.0,2.0,414.0,,,Moonee Valley,-37.7766,144.9185,Western Metropolitan,6567.0
Rowville,2 Wallingford Pl,3,h,755000.0,S,Harcourts,15/07/2017,23.5,3178.0,3.0,2.0,2.0,551.0,178.0,2003.0,Knox,-37.94266,145.24662,South-Eastern Metropolitan,11667.0
Bentleigh East,93 Tudor St,3,h,921000.0,S,Buxton,16/04/2016,13.9,3165.0,3.0,2.0,1.0,291.0,119.0,2000.0,Glen Eira,-37.919,145.0829,Southern Metropolitan,10969.0
Moonee Ponds,38 Bent St,2,h,1060000.0,S,Nelson,12/08/2017,6.2,3039.0,2.0,1.0,1.0,283.0,,,Moonee Valley,-37.76218,144.92886,Western Metropolitan,6232.0
Strathmore,11/2 Mascoma St,2,h,535000.0,S,Considine,23/04/2016,9.7,3041.0,2.0,1.0,1.0,151.0,,,Moonee Valley,-37.7296,144.9234,Western Metropolitan,3284.0
Seddon,5 Williamstown Rd,2,h,822500.0,SP,Biggin,17/09/2016,6.6,3011.0,2.0,2.0,1.0,228.0,111.0,1930.0,Maribyrnong,-37.8034,144.8855,Western Metropolitan,2417.0
West Melbourne,310/53 Batman St,1,u,380000.0,SP,MICM,15/07/2017,3.1,3003.0,1.0,1.0,0.0,68.0,,,Melbourne,-37.81096,144.95147,Northern Metropolitan,2230.0
Burwood,2/3 Havelock St,3,t,745000.0,S,Noel,17/09/2016,11.7,3125.0,3.0,1.0,2.0,228.0,126.0,1998.0,Whitehorse,-37.8521,145.1187,Southern Metropolitan,5678.0
Essendon,1/10 Winifred St,3,h,850000.0,PI,Purplebricks,27/05/2017,7.5,3040.0,3.0,2.0,2.0,204.0,,,Moonee Valley,-37.74487,144.91194,Western Metropolitan,9264.0
Balwyn,2/15 Pryton Ct,2,u,825000.0,PI,Biggin,20/05/2017,9.7,3103.0,2.0,2.0,2.0,288.0,,,Boroondara,-37.8078,145.1031,Southern Metropolitan,5682.0
Fitzroy North,44 Reid St,4,t,1700000.0,VB,Jellis,18/03/2017,3.5,3068.0,4.0,3.0,2.0,127.0,209.0,2008.0,Yarra,-37.7855,144.9789,Northern Metropolitan,6244.0
Armadale,12 Auburn Gr,3,h,2360000.0,S,hockingstuart,18/03/2017,6.3,3143.0,3.0,2.0,0.0,336.0,,,Stonnington,-37.8558,145.015,Southern Metropolitan,4836.0
Hoppers Crossing,10 Dawe Ct,3,h,515000.0,S,hockingstuart,3/06/2017,18.4,3029.0,3.0,1.0,2.0,565.0,,,Wyndham,-37.86852,144.68039,Western Metropolitan,13830.0
Wallan,14 Danaher Av,3,h,366000.0,S,Ray,16/09/2017,44.2,3756.0,3.0,1.0,1.0,502.0,77.0,1978.0,,-37.40853,144.97749,Northern Victoria,3988.0
Collingwood,20 Hotham St,3,h,1260000.0,S,Jellis,3/12/2016,1.6,3066.0,3.0,1.0,0.0,167.0,,1900.0,Yarra,-37.7962,144.9866,Northern Metropolitan,4553.0
Ashwood,1/7 Farmer St,2,t,700000.0,S,hockingstuart,7/11/2016,12.2,3147.0,2.0,1.0,2.0,367.0,110.0,1970.0,Monash,-37.8662,145.109,Southern Metropolitan,2894.0
Warrandyte,3 David Rd,4,h,1050000.0,S,Fletchers,27/05/2017,21.1,3113.0,4.0,2.0,2.0,1529.0,,,Manningham,-37.74113,145.22308999999996,Eastern Metropolitan,2003.0
Maribyrnong,2 Murnong St,4,h,1048700.0,SP,Brad,23/04/2016,8.7,3032.0,3.0,2.0,2.0,452.0,245.0,1999.0,Maribyrnong,-37.774,144.877,Western Metropolitan,4918.0
Prahran,504/7 King St,2,u,520000.0,PI,hockingstuart,29/07/2017,4.6,3181.0,2.0,2.0,1.0,1111.0,,2012.0,Stonnington,-37.84968,144.99389,Southern Metropolitan,7717.0
Hughesdale,3/14 Rugby Rd,2,u,455000.0,S,Fletchers,16/04/2016,13.0,3166.0,2.0,1.0,2.0,0.0,60.0,1960.0,Monash,-37.8942,145.0867,Southern Metropolitan,3145.0
